AffiliateSiteName,Domain,Paper,City,State,Header,Footer,Desktop GAM AU 1,Mobile GAM AU 1,Desktop GAM Ad Unit 2 (1),Desktop GAM Ad Unit 2 (2),Desktop GAM Ad Unit 2 (3),Mobile GAM Ad Unit 2,Desktop/Mobile Ad Unit 3,leaderboard_atf Full GAM Ad Unit Path,leaderboard_btf Full GAM Ad Unit Path,poster_front_btf Full GAM Ad Unit Path,mobileweb-banner_top Full GAM Ad Unit Path
wickedlocal-themariner,https://www.legacy.com/obituaries/wickedlocal-themariner,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_mariner,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_mariner,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_mariner,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_mariner,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_mariner
wickedlocal-thepress,https://www.legacy.com/obituaries/wickedlocal-thepress,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_press-transcript,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_press-transcript,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_press-transcript,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_press-transcript,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_press-transcript
wickedlocal-TheTranscriptTAB,https://www.legacy.com/obituaries/wickedlocal-thetranscripttab,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_transcript-tab,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_transcript-tab,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_transcript-tab,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_transcript-tab,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_transcript-tab
wickedlocal-timesadvocate,https://www.legacy.com/obituaries/wickedlocal-timesadvocate,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_times-advocate,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_times-advocate,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_times-advocate,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_times-advocate,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_times-advocate
wickedlocal-TransAndBulletin,https://www.legacy.com/obituaries/wickedlocal-transandbulletin,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_transcript-bulletin,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_transcript-bulletin,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_transcript-bulletin,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_transcript-bulletin,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_transcript-bulletin
wickedlocal-villagenews,https://www.legacy.com/obituaries/wickedlocal-villagenews,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_village-sun-news,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_village-sun-news,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_village-sun-news,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_village-sun-news,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_village-sun-news
wickedlocal-watertown,https://www.legacy.com/obituaries/wickedlocal-watertown,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_watertown-tab,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_watertown-tab,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_watertown-tab,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_watertown-tab,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_watertown-tab
wickedlocal-wayland,https://www.legacy.com/obituaries/wickedlocal-wayland,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_wayland-town-crier,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_wayland-town-crier,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_wayland-town-crier,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_wayland-town-crier,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_wayland-town-crier
wickedlocal-wellesley,https://www.legacy.com/obituaries/wickedlocal-wellesley,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_wellesley-townsman,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_wellesley-townsman,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_wellesley-townsman,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_wellesley-townsman,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_wellesley-townsman
wickedlocal-wenham,https://www.legacy.com/obituaries/wickedlocal-wenham,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_chronicle-transcript,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_chronicle-transcript,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_chronicle-transcript,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_chronicle-transcript,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_chronicle-transcript
wickedlocal-weston,https://www.legacy.com/obituaries/wickedlocal-weston,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_weston-town-crier,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_weston-town-crier,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_weston-town-crier,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_weston-town-crier,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_weston-town-crier
wickedlocal-weymouth,https://www.legacy.com/obituaries/wickedlocal-weymouth,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_weymouth-news,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_weymouth-news,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_weymouth-news,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_weymouth-news,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_weymouth-news
wickedlocal-winchester,https://www.legacy.com/obituaries/wickedlocal-winchester/,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_winchester-star,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_winchester-star,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_winchester-star,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_winchester-star,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_winchester-star
wickedlocal-wrentham,https://www.legacy.com/obituaries/wickedlocal-wrentham,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_country-gazette,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_country-gazette,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_country-gazette,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_country-gazette,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_country-gazette
wickedlocal-yarmouth,https://www.legacy.com/obituaries/wickedlocal-yarmouth,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_register,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_register,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_register,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_register,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_register
