AffiliateSiteName,Domain,Paper,City,State,Header,Footer,Desktop GAM AU 1,Mobile GAM AU 1,Desktop GAM Ad Unit 2 (1),Desktop GAM Ad Unit 2 (2),Desktop GAM Ad Unit 2 (3),Mobile GAM Ad Unit 2,Desktop/Mobile Ad Unit 3,leaderboard_atf Full GAM Ad Unit Path,leaderboard_btf Full GAM Ad Unit Path,poster_front_btf Full GAM Ad Unit Path,mobileweb-banner_top Full GAM Ad Unit Path
wickedlocal-ashland,https://www.legacy.com/obituaries/wickedlocal-ashland/,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_ashland,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_ashland,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_ashland,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_ashland,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_ashland
wickedlocal-barnstable,https://www.legacy.com/obituaries/wickedlocal-barnstable/,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_register,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_register,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_register,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_register,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_register
wickedlocal-bedford,https://www.legacy.com/obituaries/wickedlocal-bedford,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_bedford-minuteman,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_bedford-minuteman,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_bedford-minuteman,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_bedford-minuteman,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_bedford-minuteman
wickedlocal-bellingham,https://www.legacy.com/obituaries/wickedlocal-bellingham,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_country-gazette,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_country-gazette,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_country-gazette,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_country-gazette,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_country-gazette
wickedlocal-belmont,https://www.legacy.com/obituaries/wickedlocal-belmont,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_belmont-citizen-herald,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_belmont-citizen-herald,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_belmont-citizen-herald,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_belmont-citizen-herald,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_belmont-citizen-herald
wickedlocal-billerica,https://www.legacy.com/obituaries/wickedlocal-billerica,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_billerica-minuteman,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_billerica-minuteman,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_billerica-minuteman,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_billerica-minuteman,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_billerica-minuteman
wickedlocal-bolton,https://www.legacy.com/obituaries/wickedlocal-bolton/,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_bolton,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_bolton,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_bolton,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_bolton,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_bolton
wickedlocal-bourne,https://www.legacy.com/obituaries/wickedlocal-bourne,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_bourne-courier,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_bourne-courier,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_bourne-courier,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_bourne-courier,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_bourne-courier
wickedlocal-boxborough,https://www.legacy.com/obituaries/wickedlocal-boxborough,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_the-beacon,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_the-beacon,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_the-beacon,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_the-beacon,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_the-beacon
wickedlocal-braintree,https://www.legacy.com/obituaries/wickedlocal-braintree,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_braintree-forum,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_braintree-forum,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_braintree-forum,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_braintree-forum,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_braintree-forum
wickedlocal-brewster,https://www.legacy.com/obituaries/wickedlocal-brewster/,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_cape-codder,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_cape-codder,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_cape-codder,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_cape-codder,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_cape-codder
wickedlocal-brookline,https://www.legacy.com/obituaries/wickedlocal-brookline,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_brookline-tab,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_brookline-tab,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_brookline-tab,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_brookline-tab,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_brookline-tab
wickedlocal-bulletinandtab,https://www.legacy.com/obituaries/wickedlocal-bulletinandtab,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_bulletin-tab,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_bulletin-tab,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_bulletin-tab,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_bulletin-tab,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_bulletin-tab
wickedlocal-burlington,https://www.legacy.com/obituaries/wickedlocal-burlington,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_burlington-union,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_burlington-union,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_burlington-union,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_burlington-union,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_burlington-union
wickedlocal-cambridgechronicle,http://www.legacy.com/obituaries/wickedlocal-cambridge,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_cambridge-chronicle-tab,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_cambridge-chronicle-tab,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_cambridge-chronicle-tab,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_cambridge-chronicle-tab,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_cambridge-chronicle-tab
wickedlocal-capecod,https://www.legacy.com/obituaries/wickedlocal-capecod/,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_cape-codder,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_cape-codder,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_cape-codder,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_cape-codder,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_cape-codder
wickedlocal-carver,https://www.legacy.com/obituaries/wickedlocal-carver,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_carver-reporter,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_carver-reporter,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_carver-reporter,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_carver-reporter,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_carver-reporter
wickedlocal-chatham,https://www.legacy.com/obituaries/wickedlocal-chatham/,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_chatham,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_chatham,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_chatham,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_chatham,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_chatham
wickedlocal-ChronTranscript,https://www.legacy.com/obituaries/wickedlocal-chrontranscript/,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_chronicle-transcript,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_chronicle-transcript,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_chronicle-transcript,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_chronicle-transcript,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_chronicle-transcript
wickedlocal-clinton,https://www.legacy.com/obituaries/wickedlocal-clinton/,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_clinton,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_clinton,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_clinton,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_clinton,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_clinton
wickedlocal-cohasset,https://www.legacy.com/obituaries/wickedlocal-cohasset,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_cohasset-mariner,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_cohasset-mariner,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_cohasset-mariner,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_cohasset-mariner,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_cohasset-mariner
wickedlocal-concordjournal,https://www.legacy.com/obituaries/wickedlocal-concordjournal,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_concord-journal,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_concord-journal,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_concord-journal,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_concord-journal,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_concord-journal
wickedlocal-CourierandSentinel,https://www.legacy.com/obituaries/wickedlocal-courierandsentinel,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_courier-sentinel,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_courier-sentinel,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_courier-sentinel,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_courier-sentinel,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_courier-sentinel
wickedlocal-dennis,https://www.legacy.com/obituaries/wickedlocal-dennis,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_register,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_register,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_register,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_register,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_register
wickedlocal-duxbury,https://www.legacy.com/obituaries/wickedlocal-duxbury/,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_duxbury,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_duxbury,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_duxbury,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_duxbury,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_duxbury
wickedlocal-eagleindependent,https://www.legacy.com/obituaries/wickedlocal-eagleindependent,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_eagle-independent,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_eagle-independent,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_eagle-independent,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_eagle-independent,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_eagle-independent
wickedlocal-eastham,https://www.legacy.com/obituaries/wickedlocal-eastham,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_cape-codder,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_cape-codder,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_cape-codder,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_cape-codder,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_cape-codder
wickedlocal-essex,https://www.legacy.com/obituaries/wickedlocal-essex,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_salem-gazette,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_salem-gazette,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_salem-gazette,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_salem-gazette,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_salem-gazette
wickedlocal-falmouth,https://www.legacy.com/obituaries/wickedlocal-falmouth,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_falmouth-bulletin,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_falmouth-bulletin,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_falmouth-bulletin,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_falmouth-bulletin,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_falmouth-bulletin
wickedlocal-foxborough,https://www.legacy.com/obituaries/wickedlocal-foxborough,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_country-gazette,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_country-gazette,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_country-gazette,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_country-gazette,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_country-gazette
wickedlocal-franklin,https://www.legacy.com/obituaries/wickedlocal-franklin,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_country-gazette,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_country-gazette,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_country-gazette,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_country-gazette,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_country-gazette
wickedlocal-gloucester,https://www.legacy.com/obituaries/wickedlocal-gloucester,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_salem-gazette,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_salem-gazette,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_salem-gazette,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_salem-gazette,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_salem-gazette
wickedlocal-halifax,https://www.legacy.com/obituaries/wickedlocal-halifax/,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_halifax,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_halifax,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_halifax,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_halifax,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_halifax
wickedlocal-harvard,https://www.legacy.com/obituaries/wickedlocal-harvard/,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_harvard,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_harvard,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_harvard,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_harvard,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_harvard
wickedlocal-harwich,https://www.legacy.com/obituaries/wickedlocal-harwich/,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_harwich,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_harwich,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_harwich,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_harwich,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_harwich
wickedlocal-HeraldCitizen,https://www.legacy.com/obituaries/wickedlocal-heraldcitizen,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_herald-citizen,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_herald-citizen,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_herald-citizen,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_herald-citizen,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_herald-citizen
wickedlocal-hingham,https://www.legacy.com/obituaries/wickedlocal-hingham,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_hingham-journal,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_hingham-journal,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_hingham-journal,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_hingham-journal,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_hingham-journal
wickedlocal-holliston,https://www.legacy.com/obituaries/wickedlocal-holliston/,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_holliston,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_holliston,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_holliston,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_holliston,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_holliston
wickedlocal-hudson,https://www.legacy.com/obituaries/wickedlocal-hudson,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_hudson-sun,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_hudson-sun,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_hudson-sun,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_hudson-sun,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_hudson-sun
wickedlocal-JournalNewsInd,https://www.legacy.com/obituaries/wickedlocal-journalnewsind,Wicked Local,Randolph,MA,https://www.wickedlocal.com/services/cobrand/header/,https://www.wickedlocal.com/services/cobrand/footer/,ma-wickedlocal-C6478,ma-wickedlocal-mobile-C6478,leaderboard_atf,poster_front_btf,leaderboard_btf,mobileweb-banner_top,obituaries_journal-news-independent,7103/ma-wickedlocal-C6478/leaderboard_atf/obituaries_journal-news-independent,7103/ma-wickedlocal-C6478/leaderboard_btf/obituaries_journal-news-independent,7103/ma-wickedlocal-C6478/poster_front_btf/obituaries_journal-news-independent,7103/ma-wickedlocal-mobile-C6478/mobileweb-banner_top/obituaries_journal-news-independent
